"TRANS1G","GEO","UNIT","TIME","ISCED11","SEX","Value","Flag and Footnotes"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","12.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","40.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","37.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","4.3","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","3.6","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","13.9","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","12.8","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","40.9","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","37.3","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (2007-2013)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (2007-2013)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (2007-2013)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (2007-2013)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (2007-2013)","Percentage","2019","Tertiary education (levels 5-8)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","European Union - 27 countries (2007-2013)","Percentage","2019","Tertiary education (levels 5-8)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","4.2","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","3.6","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","16.0","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","15.1","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","2019","Tertiary education (levels 5-8)","Males","40.9","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage","2019","Tertiary education (levels 5-8)","Females","37.9","e"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 19 countries  (from 2015)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","4.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 19 countries  (from 2015)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","3.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 19 countries  (from 2015)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","16.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 19 countries  (from 2015)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","15.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 19 countries  (from 2015)","Percentage","2019","Tertiary education (levels 5-8)","Males","40.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 19 countries  (from 2015)","Percentage","2019","Tertiary education (levels 5-8)","Females","37.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 18 countries (2014)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 18 countries (2014)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 18 countries (2014)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 18 countries (2014)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 18 countries (2014)","Percentage","2019","Tertiary education (levels 5-8)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Euro area - 18 countries (2014)","Percentage","2019","Tertiary education (levels 5-8)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","7.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","5.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","16.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","13.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Males","47.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Females","44.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","0.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","0.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","9.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","9.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Males","43.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Females","36.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","3.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","8.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","7.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Males","40.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Females","34.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","29.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","24.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","30.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","30.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Males","57.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Females","54.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","17.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","15.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","31.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","30.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Males","57.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Females","57.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","23.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","16.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","41.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","35.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Males","63.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Females","58.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","6.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","5.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","13.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","13.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Males","34.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Females","33.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","1.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","7.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","7.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Greece","Percentage","2019","Tertiary education (levels 5-8)","Males","30.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Greece","Percentage","2019","Tertiary education (levels 5-8)","Females","28.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","3.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","2.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","12.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","9.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Spain","Percentage","2019","Tertiary education (levels 5-8)","Males","29.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Spain","Percentage","2019","Tertiary education (levels 5-8)","Females","29.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","7.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","5.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","10.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","9.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","France","Percentage","2019","Tertiary education (levels 5-8)","Males","37.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","France","Percentage","2019","Tertiary education (levels 5-8)","Females","36.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","2.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","8.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","6.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Males","37.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Females","32.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","1.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","6.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","5.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Italy","Percentage","2019","Tertiary education (levels 5-8)","Males","29.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Italy","Percentage","2019","Tertiary education (levels 5-8)","Females","24.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","3.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","2.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","7.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","7.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Males","33.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Females","31.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","9.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","4.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","22.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","15.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Males","52.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Females","39.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","10.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","6.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","15.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","8.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Males","50.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Females","48.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","6.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","11.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","8.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Males","56.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Females","47.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","2.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","0.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","8.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","7.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Males","44.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Females","36.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","4.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","5.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","17.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","13.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Malta","Percentage","2019","Tertiary education (levels 5-8)","Males","32.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Malta","Percentage","2019","Tertiary education (levels 5-8)","Females","26.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","9.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","5.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","19.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","17.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Males","47.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Females","46.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","8.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","6.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","18.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","17.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Austria","Percentage","2019","Tertiary education (levels 5-8)","Males","46.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Austria","Percentage","2019","Tertiary education (levels 5-8)","Females","49.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","0.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","5.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","4.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Poland","Percentage","2019","Tertiary education (levels 5-8)","Males","31.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Poland","Percentage","2019","Tertiary education (levels 5-8)","Females","26.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","1.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","8.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","4.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Males","28.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Females","22.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","0.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","0.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","1.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","1.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Romania","Percentage","2019","Tertiary education (levels 5-8)","Males","26.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","22.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","5.1",""
